score,count
720,1414
719,1045
718,1140
717,1202
716,1462
715,1328
714,1175
713,1351
712,984
711,1228
710,1276
709,1324
708,1018
707,1017
706,1247
705,1202
704,1040
703,1142
702,1350
701,1114
700,1177
699,1348
698,1145
697,1221
696,946
695,915
694,918
693,877
692,1251
691,1092
690,1147
689,1032
688,1261
687,1069
686,1258
685,840
684,1238
683,836
682,872
681,1210
680,1186
679,944
678,1162
677,1036
676,1035
675,1004
674,936
673,1052
672,792
671,932
670,1098
669,1146
668,1027
667,782
666,973
665,992
664,851
663,767
662,913
661,755
660,999
659,882
658,797
657,886
656,882
655,1027
654,889
653,845
652,959
651,762
650,1011
649,712
648,736
647,857
646,737
645,906
644,767
643,1004
642,863
641,777
640,690
639,949
638,806
637,725
636,839
635,799
634,867
633,748
632,654
631,943
630,732
629,931
628,797
627,654
626,771
625,865
624,874
623,627
622,701
621,854
620,675
619,695
618,689
617,736
616,844
615,679
614,737
613,820
612,801
611,857
610,664
609,719
608,739
607,629
606,630
605,649
604,809
603,643
602,593
601,782
600,648
599,689
598,776
597,563
596,766
595,709
594,661
593,579
592,684
591,770
590,643
589,634
588,624
587,605
586,639
585,705
584,572
583,587
582,622
581,702
580,507
579,734
578,532
577,610
576,718
575,491
574,555
573,678
572,568
571,478
570,655
569,551
568,528
567,603
566,539
565,641
564,504
563,535
562,582
561,531
560,569
559,520
558,611
557,542
556,480
555,545
554,627
553,595
552,477
551,487
550,521
549,442
548,487
547,607
546,469
545,451
544,424
543,586
542,560
541,530
540,513
539,480
538,419
537,537
536,453
535,566
534,490
533,532
532,548
531,460
530,500
529,402
528,447
527,428
526,512
525,402
524,488
523,491
522,465
521,385
520,397
519,420
518,421
517,407
516,472
515,372
514,416
513,530
512,470
511,461
510,381
509,429
508,351
507,497
506,439
505,365
504,481
503,429
502,409
501,489
500,338
499,415
498,389
497,490
496,379
495,334
494,445
493,424
492,393
491,443
490,327
489,465
488,414
487,333
486,403
485,342
484,355
483,352
482,311
481,434
480,448
479,442
478,392
477,304
476,421
475,360
474,302
473,373
472,295
471,401
470,401
469,371
468,324
467,416
466,407
465,378
464,370
463,375
462,342
461,367
460,389
459,385
458,315
457,358
456,397
455,345
454,313
453,317
452,370
451,387
450,288
449,368
448,259
447,300
446,287
445,348
444,369
443,302
442,367
441,307
440,315
439,367
438,326
437,321
436,270
435,256
434,352
433,314
432,321
431,302
430,248
429,298
428,308
427,261
426,314
425,322
424,339
423,285
422,290
421,247
420,316
419,271
418,232
417,293
416,310
415,246
414,243
413,228
412,319
411,305
410,296
409,251
408,266
407,234
406,268
405,307
404,262
403,257
402,206
401,245
400,259
399,260
398,298
397,253
396,272
395,236
394,244
393,287
392,247
391,227
390,256
389,231
388,238
387,217
386,218
385,240
384,260
383,248
382,199
381,216
380,198
379,257
378,207
377,208
376,238
375,265
374,263
373,187
372,180
371,188
370,224
369,190
368,177
367,254
366,179
365,182
364,222
363,239
362,246
361,229
360,243
359,210
358,210
357,242
356,175
355,239
354,168
353,179
352,163
351,216
350,226
349,158
348,181
347,232
346,191
345,212
344,229
343,172
342,170
341,159
340,168
339,182
338,214
337,210
336,192
335,217
334,146
333,179
332,167
331,192
330,187
329,179
328,173
327,171
326,202
325,198
324,141
323,170
322,180
321,182
320,202
319,187
318,148
317,169
316,142
315,192
314,172
313,182
312,136
311,158
310,142
309,144
308,162
307,167
306,135
305,176
304,145
303,131
302,165
301,149
300,157
299,160
298,157
297,137
296,122
295,162
294,131
293,130
292,120
291,136
290,164
289,117
288,139
287,133
286,134
285,136
284,131
283,151
282,157
281,125
280,114
279,155
278,112
277,116
276,129
275,122
274,120
273,132
272,115
271,158
270,106
269,127
268,124
267,127
266,104
265,115
264,142
263,111
262,107
261,141
260,112
259,113
258,146
257,102
256,132
255,117
254,123
253,101
252,121
251,101
250,137
249,131
248,127
247,98
246,109
245,98
244,105
243,94
242,127
241,123
240,97
239,103
238,111
237,124
236,123
235,100
234,96
233,99
232,107
231,96
230,102
229,116
228,109
227,97
226,97
225,115
224,117
223,115
222,116
221,100
220,105
219,102
218,104
217,85
216,114
215,100
214,101
213,113
212,104
211,90
210,79
209,95
208,110
207,92
206,110
205,97
204,103
203,97
202,92
201,100
200,74
199,80
198,85
197,86
196,78
195,93
194,99
193,90
192,106
191,103
190,94
189,104
188,75
187,87
186,79
185,75
184,73
183,93
182,93
181,74
180,71
179,94
178,99
177,75
176,88
175,70
174,96
173,97
172,72
171,78
170,77
169,72
168,81
167,83
166,63
165,70
164,65
163,86
162,73
161,67
160,62
159,67
158,87
157,88
156,61
155,79
154,84
153,73
152,86
151,63
150,76
149,60
148,68
147,66
146,67
145,67
144,79
143,67
142,56
141,70
140,64
139,61
138,77
137,73
136,55
135,60
134,74
133,58
132,56
131,60
130,54
129,72
128,56
127,63
126,75
125,58
124,68
123,51
122,60
121,68
120,73
119,63
118,55
117,50
116,68
115,63
114,48
113,71
112,65
111,62
110,67
109,48
108,69
107,69
106,62
105,58
104,51
103,49
102,52
101,60
100,57
99,56
98,46
97,48
96,57
95,57
94,51
93,55
92,53
91,51
90,44
89,51
88,43
87,52
86,51
85,45
84,50
83,53
82,58
81,57
80,47
79,47
78,57
77,51
76,52
75,58
74,40
73,49
72,58
71,56
70,57
69,55
68,43
67,46
66,57
65,49
64,56
63,51
62,39
61,48
60,42
59,52
58,37
57,36
56,37
55,53
54,36
53,41
52,42
51,37
50,52
49,38
48,41
47,39
46,35
45,37
44,47
43,41
42,46
41,39
40,47
39,48
38,35
37,47
36,37
35,46
34,39
33,32
32,38
31,37
30,45
29,36
28,39
27,35
26,32
25,35
24,42
23,39
22,34
21,41
20,30
19,33
18,31
17,30
16,43
15,35
14,29
13,29
12,31
11,40
10,34
9,36
8,34
7,33
6,39
5,29
4,31
3,29
2,32
1,34
0,28
